번호,기간,고급휘발유,휘발유,경유,실내등유
A0004231,20260629,2438,1968,1948,0
A0004232,20260629,2297,1846,1826,0
A0004551,20260629,0,1865,1828,0
A0003986,20260629,2445,1975,1949,1550
A0033022,20260629,0,1998,1995,0
A0004162,20260629,0,1890,1880,1600
A0003601,20260629,0,1968,1958,1650
A0004168,20260629,0,1953,1953,0
A0004020,20260629,0,1998,1998,0
A0004077,20260629,0,1875,1855,0
A0003485,20260629,0,2049,2039,1650
A0003492,20260629,2399,1998,1988,0
A0004188,20260629,0,1989,1989,1550
A0003882,20260629,0,1927,1909,1630
A0004071,20260629,0,1927,1909,1630
A0004184,20260629,0,2079,2069,0
A0004161,20260629,2389,2079,2069,0
A0003833,20260629,0,1998,0,0
A0004201,20260629,0,1862,1809,1540
A0003948,20260629,0,1895,1885,0
A0003979,20260629,0,1985,1935,0
A0004143,20260629,0,1985,1985,0
A0004205,20260629,2295,1875,1855,0
A0000020,20260629,0,1859,1859,0
A0008980,20260629,0,1869,1849,0
A0004146,20260629,0,1899,1899,1650
A0003603,20260629,0,1935,1928,1590
A0032665,20260629,0,1949,1939,0
A0004155,20260629,0,1935,1929,0
A0003622,20260629,0,1959,1959,0
A0003797,20260629,0,1939,1935,1650
A0001036,20260629,0,2047,2047,1650
A0003952,20260629,0,1888,1878,0
A0003641,20260629,0,1999,1999,1600
A0004061,20260629,0,1864,1996,0
A0004198,20260629,0,1969,1949,0
A0032666,20260629,0,2015,1999,1650
A0003487,20260629,0,2058,2047,0
A0004176,20260629,2497,2148,2136,0
A0004210,20260629,2445,1995,1985,1550
A0017419,20260629,0,1879,1889,0
A0003755,20260629,0,2028,2018,0
A0002163,20260629,0,2027,2018,1600
A0010224,20260629,0,1978,1978,1550
A0003624,20260629,2555,1995,1995,1650
A0003486,20260629,0,2029,2009,0
A0004036,20260629,0,2025,2023,1650
A0010893,20260629,0,1995,1955,1700
A0003998,20260629,0,1995,1975,0
A0003626,20260629,0,1895,1885,0
A0004034,20260629,0,2029,2019,1600
A0007248,20260629,0,1998,1987,0
A0005799,20260629,0,2045,2035,0
A0004047,20260629,0,1999,1995,1650
A0003634,20260629,0,1958,2028,1600
A0033470,20260629,0,2018,2018,1600
A0003511,20260629,0,2038,2018,1600
A0003848,20260629,0,1889,1859,0
A0003476,20260629,0,2045,2035,1700
A0004048,20260629,0,2029,2019,1600
A0003889,20260629,0,2078,2068,0
A0003918,20260629,0,1999,1999,1600
A0003448,20260629,0,1949,1939,0
A0003992,20260629,0,1955,1849,0
A0000242,20260629,2445,1969,1949,0
A0003990,20260629,0,1998,1908,0
A0004044,20260629,0,2014,1999,1600
A0003676,20260629,0,1998,1998,0
A0004113,20260629,0,1984,1984,1520
A0006482,20260629,0,1875,1855,0
A0009108,20260629,0,1959,1923,0
A0003588,20260629,0,2034,2023,0
A0003857,20260629,0,1958,1958,0
A0004035,20260629,0,2029,2019,1600
A0004004,20260629,0,1995,1965,1620
A0003443,20260629,0,1949,1949,0
A0004045,20260629,0,2019,1999,1650
A0004057,20260629,0,1998,1997,0
A0004051,20260629,2539,2019,1999,1550
A0004017,20260629,0,2035,2045,1650
A0003989,20260629,0,1869,1849,0
A0009098,20260629,0,1869,1849,0
A0004088,20260629,0,1875,1874,0
A0003617,20260629,0,2023,2025,1650
A0004050,20260629,0,2029,2019,1600
A0004137,20260629,0,1996,1929,0
A0004197,20260629,0,1999,2009,1600
A0003475,20260629,0,2065,2058,1700
A0003710,20260629,0,1968,1998,0
A0003902,20260629,0,1998,1988,1700
A0003763,20260629,0,1999,1999,0
A0033581,20260629,2499,1889,1859,0
A0033562,20260629,2449,1889,1859,0
A0004160,20260629,0,2000,1995,0
A0004123,20260629,0,2010,2010,0
A0003633,20260629,0,1935,1945,0
A0004033,20260629,0,2029,2019,1650
A0003714,20260629,0,2068,2038,1700
A0005451,20260629,0,1999,1999,1500
A0008605,20260629,0,1892,1892,0
A0008446,20260629,0,1929,1919,0
A0008614,20260629,0,1995,1995,1500
A0005515,20260629,0,1989,1989,0
A0008595,20260629,0,1999,1999,1500
A0008551,20260629,0,1995,1995,0
A0008253,20260629,0,2038,2028,0
A0000641,20260629,2339,1962,1947,0
A0008639,20260629,2340,1899,1889,0
A0008643,20260629,2290,1899,1889,0
A0033686,20260629,2290,1897,1887,1595
A0008469,20260629,0,1867,1857,1700
A0008602,20260629,2397,1978,1929,0
A0001006,20260629,0,1857,1857,1500
A0008641,20260629,2284,1897,1897,0
A0032820,20260629,0,1879,1869,0
A0016313,20260629,2284,1929,1919,0
A0033007,20260629,0,1958,1938,0
A0005156,20260629,2284,1929,1919,0
A0033034,20260629,0,1977,1937,1600
A0005280,20260629,0,1874,1874,0
A0008626,20260629,0,1996,1996,0
A0008652,20260629,0,1895,1895,0
A0000710,20260629,0,1897,1897,1650
A0008580,20260629,0,2038,2028,0
A0005085,20260629,0,2038,2028,1700
A0008607,20260629,0,2028,2018,1600
A0005090,20260629,0,1995,1990,0
A0008624,20260629,2290,1897,1897,1590
A0008493,20260629,0,1969,1945,0
A0000451,20260629,0,1999,1969,2000
A0008608,20260629,0,1949,1939,1590
A0008513,20260629,0,1948,1948,1520
A0008447,20260629,0,2078,2078,0
A0008549,20260629,2405,1984,1923,0
A0005092,20260629,0,1978,1965,1600
A0008459,20260629,0,1927,1917,1600
A0005135,20260629,0,1932,1895,0
A0005055,20260629,0,1964,1938,1600
A0005101,20260629,0,2035,2035,0
A0008648,20260629,0,1897,1897,0
A0008647,20260629,0,1897,1897,0
A0008568,20260629,0,2028,2018,0
A0006546,20260629,0,2500,2500,2000
A0008582,20260629,2495,1929,1919,0
A0033147,20260629,0,1983,1998,1658
A0001864,20260629,0,1968,1943,1580
A0005096,20260629,0,2048,2048,0
A0005471,20260629,0,1978,1977,0
A0005478,20260629,0,2029,2027,1600
A0008535,20260629,0,1894,1885,0
A0008491,20260629,0,1898,1868,1630
A0008655,20260629,0,1899,1898,0
A0005554,20260629,0,1879,1869,0
A0005087,20260629,0,1866,1856,1600
A0006179,20260629,0,1969,1943,1600
A0000695,20260629,0,1896,1886,1600
A0005152,20260629,0,2015,1995,1600
A0010150,20260629,0,1934,1923,0
A0005084,20260629,0,1894,1853,1650
A0008452,20260629,0,1865,1855,1600
A0007389,20260629,0,1998,1998,0
A0005097,20260629,0,1995,1997,0
A0005447,20260629,0,1998,1998,0
A0008526,20260629,0,2058,2058,1600
A0008593,20260629,2337,1972,1959,1595
A0005444,20260629,0,2029,2029,1650
A0008449,20260629,0,1994,1988,0
A0005476,20260629,0,1998,1979,0
A0000037,20260629,0,1994,1984,0
A0003769,20260629,2394,1968,1943,0
A0005052,20260629,0,1899,1899,0
A0009736,20260629,0,1947,1938,1700
A0005120,20260629,0,1895,1885,0
A0000507,20260629,0,1998,1923,0
A0008583,20260629,0,2048,2038,1600
A0008599,20260629,0,1934,1934,1500
A0008571,20260629,0,2035,2025,0
A0005105,20260629,0,1998,1998,0
A0005472,20260629,0,1969,1949,1530
A0008457,20260629,0,1983,1943,1700
A0008532,20260629,0,1983,1972,1700
A0008564,20260629,0,1898,1959,0
A0008475,20260629,0,1887,1867,1600
A0008601,20260629,0,1984,1964,0
A0008574,20260629,2680,1970,1929,0
A0005053,20260629,0,2089,2059,0
A0008625,20260629,0,1935,2025,1500
A0005140,20260629,0,2090,2090,0
A0018318,20260629,0,1998,1999,0
A0008478,20260629,0,1975,1969,1600
A0008553,20260629,0,1998,1998,1698
A0008600,20260629,2313,1929,1919,0
A0008606,20260629,2339,1879,1869,1500
A0008650,20260629,0,1897,1897,0
A0008649,20260629,0,1929,1919,0
A0032704,20260629,0,1895,1885,0
A0005184,20260629,0,1969,1949,1700
A0005203,20260629,0,2032,2028,0
A0005219,20260629,0,1998,1998,1650
A0005095,20260629,0,2054,2034,0
A0005237,20260629,0,2049,2038,0
A0008543,20260629,0,1986,1956,1640
A0008502,20260629,0,2038,2038,1700
A0005169,20260629,0,1995,1995,1500
A0006006,20260629,2289,1869,1869,0
A0003328,20260629,0,1897,1897,0
A0003224,20260629,0,1996,1996,1550
A0003375,20260629,0,1965,1945,0
A0033373,20260629,2339,1914,1899,0
A0032981,20260629,0,1925,1925,0
A0003413,20260629,0,1985,1975,0
A0005961,20260629,0,1899,1879,0
A0002772,20260629,0,1987,1987,1700
A0002000,20260629,0,1989,1979,0
A0003266,20260629,0,2005,1995,0
A0002945,20260629,2483,1937,1928,0
A0003285,20260629,0,1932,1914,1630
A0003422,20260629,2593,1928,1923,0
A0003330,20260629,2355,1928,1914,0
A0003398,20260629,2440,1928,1924,1563
A0003203,20260629,0,1932,1914,1630
A0003338,20260629,0,1914,1899,1700
A0033767,20260629,0,1878,1879,0
A0033766,20260629,0,1878,1879,0
A0002768,20260629,2398,1914,1899,0
A0002867,20260629,2478,1934,1938,0
A0002860,20260629,0,1939,1948,0
A0003404,20260629,0,1868,1797,1510
A0001706,20260629,0,1918,1898,0
A0033818,20260629,2359,1876,1859,0
A0003429,20260629,0,1999,1989,0
A0003339,20260629,0,2064,2044,1620
A0003177,20260629,0,1899,1827,0
A0002990,20260629,0,1867,1827,0
A0003325,20260629,2490,2150,1990,0
A0019216,20260629,0,1959,1949,0
A0007006,20260629,0,1833,1833,0
A0002957,20260629,0,2039,2029,1650
A0002787,20260629,2385,1885,1885,0
A0003418,20260629,2429,1949,1899,1540
A0003408,20260629,0,1999,1999,1620
A0006943,20260629,0,1989,1989,1600
A0002756,20260629,0,2018,2017,0
A0003060,20260629,0,1895,1895,0
A0007174,20260629,0,1985,1975,0
A0002746,20260629,0,1999,1999,0
A0003153,20260629,0,1957,1937,1800
A0002099,20260629,0,1973,1963,0
A0003185,20260629,0,1969,1959,0
A0033058,20260629,0,1869,1939,0
A0003200,20260629,0,2075,1995,1600
A0003416,20260629,0,1995,1965,0
A0003214,20260629,0,1932,1927,0
A0003382,20260629,2393,1973,1963,1500
A0010149,20260629,0,1899,1879,0
A0003180,20260629,0,2059,2049,1800
A0003183,20260629,0,1997,1997,1600
A0002788,20260629,0,1998,1998,0
A0002930,20260629,0,1968,1958,0
A0003011,20260629,0,1965,1995,0
A0002766,20260629,2458,1929,1879,0
A0003336,20260629,0,1895,1895,0
A0002027,20260629,2393,1973,1963,0
A0003410,20260629,0,1895,1895,0
A0003342,20260629,0,1897,1887,1890
A0008137,20260629,2379,1895,1895,0
A0019883,20260629,0,1895,1895,0
A0006037,20260629,0,2009,2009,0
A0003265,20260629,2349,1918,1898,0
A0003233,20260629,0,2058,2028,1800
A0006345,20260629,2393,1965,1975,1700
A0030412,20260629,2423,1965,1975,1700
A0002816,20260629,0,2035,2035,1700
A0002952,20260629,0,1999,1999,0
A0003411,20260629,0,1985,1985,0
A0002747,20260629,0,1933,1858,0
A0003198,20260629,0,1998,1975,1750
A0002896,20260629,0,1999,1979,0
A0003029,20260629,2479,1989,1989,1850
A0002898,20260629,0,1865,1865,0
A0000257,20260629,0,1958,1958,0
A0008147,20260629,0,1985,1975,1590
A0002959,20260629,0,1998,1988,0
A0002820,20260629,0,1959,1939,1700
A0002843,20260629,0,1995,1965,0
A0003277,20260629,0,1995,1995,0
A0002813,20260629,0,2020,2020,1650
A0032680,20260629,0,1874,1869,0
A0003340,20260629,2340,1874,1874,0
A0003311,20260629,0,1999,1999,1550
A0033078,20260629,0,1999,1999,1550
A0000852,20260629,2290,1932,1927,1500
A0003071,20260629,0,1998,1958,1800
A0003245,20260629,0,1957,1937,0
A0003434,20260629,2497,2097,2097,1800
A0029486,20260629,0,1898,1878,0
A0003178,20260629,0,1979,1963,0
A0003216,20260629,0,1984,1973,0
A0003162,20260629,0,2009,2016,0
A0002136,20260629,0,1995,1985,0
A0003281,20260629,0,1995,1995,0
A0002949,20260629,2340,1867,1827,0
A0003401,20260629,0,1899,1879,0
A0002989,20260629,0,1895,1895,0
A0003335,20260629,2488,1999,1998,0
A0002838,20260629,2477,1999,1999,0
A0002962,20260629,0,1998,1998,1700
A0033511,20260629,0,1895,1899,0
A0002934,20260629,2403,1911,1899,0
A0003235,20260629,2440,1960,1899,1460
A0006491,20260629,0,1932,1903,0
A0033431,20260629,2449,1894,1899,0
A0033711,20260629,2498,1895,1899,0
A0002091,20260629,2424,1895,1899,1550
A0002804,20260629,2379,1895,1895,1600
A0003091,20260629,0,1892,1859,1650
A0002865,20260629,0,1874,1869,1550
A0033642,20260629,0,1957,1897,0
A0008149,20260629,0,1928,1929,1450
A0003132,20260629,0,1874,1869,0
A0003088,20260629,0,1988,1978,1655
A0003301,20260629,0,1999,1999,1550
A0003436,20260629,0,2039,2028,0
A0033485,20260629,2498,1898,1887,0
A0033482,20260629,2498,1898,1887,0
A0002840,20260629,2355,1955,1945,1600
A0002967,20260629,0,1833,1833,0
A0007188,20260629,0,2098,2098,1600
A0002765,20260629,0,1997,1997,1700
A0002757,20260629,0,1999,1998,0
A0003247,20260629,0,1914,1895,1600
A0003023,20260629,0,1867,1827,1585
A0003249,20260629,2277,1898,1868,1650
A0003321,20260629,0,1932,1914,1629
A0003407,20260629,2460,1928,1919,0
A0011896,20260629,0,2069,2059,1800
A0011857,20260629,0,2045,2050,1600
A0011897,20260629,0,1964,1949,0
A0005025,20260629,0,1968,1948,1600
A0011891,20260629,0,1975,1965,1650
A0029295,20260629,0,1975,1965,0
A0004986,20260629,0,1964,1949,1799
A0011894,20260629,0,1998,1997,1600
A0004903,20260629,2354,1849,1823,1595
A0011866,20260629,0,1874,1874,0
A0001567,20260629,0,1874,1874,0
A0004941,20260629,2398,1964,1949,0
A0032695,20260629,0,1879,1879,1650
A0004713,20260629,2598,1894,1867,1580
A0011885,20260629,0,1839,1829,0
A0004484,20260629,0,1874,1874,0
A0004338,20260629,0,1874,1874,1500
A0011903,20260629,0,1892,1945,1600
A0004880,20260629,0,1955,1945,1600
A0004397,20260629,2580,2018,2008,0
A0004598,20260629,0,1998,1997,1650
A0005013,20260629,0,1978,1968,1700
A0004919,20260629,0,1964,1949,0
A0004620,20260629,2395,1985,1935,1590
A0004403,20260629,0,2079,2059,1730
A0033128,20260629,0,1968,1968,1600
A0004229,20260629,0,2089,2068,0
A0004482,20260629,0,1968,1968,0
A0004614,20260629,0,2018,1998,0
A0004329,20260629,0,0,0,1590
A0011836,20260629,0,1998,1939,0
A0004624,20260629,0,1989,1979,1690
A0004634,20260629,0,1895,1868,1600
A0004572,20260629,0,2025,1995,0
A0004410,20260629,0,1958,1948,0
A0004965,20260629,0,1934,1898,0
A0006307,20260629,0,1948,1898,0
A0011875,20260629,0,1939,1919,1650
A0004574,20260629,0,1979,1967,1600
A0004515,20260629,0,1998,1998,1600
A0011888,20260629,0,1894,1898,0
A0006419,20260629,0,1948,1945,1600
A0004416,20260629,0,1995,1995,1600
A0032687,20260629,0,1995,1919,1590
A0011851,20260629,0,1899,1899,1700
A0004374,20260629,0,1975,1975,1700
A0004380,20260629,0,1950,1950,0
A0004864,20260629,0,1895,1868,0
A0013718,20260629,0,1965,1945,1600
A0011868,20260629,2438,1968,1958,0
A0032686,20260629,0,1959,1958,1570
A0004450,20260629,0,1965,1945,1680
A0004881,20260629,0,1995,1995,1500
A0003534,20260629,0,1979,1979,1650
A0004783,20260629,0,1948,1948,1500
A0004560,20260629,0,1899,1869,1600
A0011879,20260629,0,1979,1929,0
A0011859,20260629,0,2098,2089,0
A0011873,20260629,0,1894,1898,1600
A0004884,20260629,0,1894,1898,1600
A0011905,20260629,0,1924,1950,1590
A0005043,20260629,0,1964,1898,0
A0004381,20260629,0,2047,2035,1700
A0004681,20260629,0,2035,2035,0
A0005036,20260629,0,1949,1898,0
A0004499,20260629,0,1898,1998,1799
A0004406,20260629,0,2078,2058,1630
A0009969,20260629,0,1985,1975,1600
A0004747,20260629,0,1995,1995,0
A0011902,20260629,0,1929,1898,1580
A0004876,20260629,0,1959,1938,1580
A0011874,20260629,0,1949,1929,1580
A0004606,20260629,0,1894,1948,1500
A0004724,20260629,0,1999,1999,1600
A0004595,20260629,0,2069,2068,1750
A0000265,20260629,0,2059,2048,0
A0009960,20260629,0,1874,1874,0
A0005031,20260629,0,1874,1874,1590
A0011882,20260629,0,1964,1949,0
A0011860,20260629,0,1893,1866,0
A0004833,20260629,0,1964,1949,1650
A0005006,20260629,0,1998,1987,0
A0004945,20260629,2398,1964,1949,0
A0011843,20260629,0,2028,2018,0
A0004875,20260629,0,1918,1918,1600
A0004883,20260629,0,1898,1898,1600
A0000136,20260629,0,1874,1874,0
A0011834,20260629,0,1973,1965,0
A0011858,20260629,0,1950,1950,0
A0004429,20260629,0,1998,1998,1600
A0011887,20260629,0,1978,1948,0
A0005903,20260629,0,1989,1934,1600
A0011893,20260629,0,1894,1898,0
A0011884,20260629,0,1998,1989,1600
A0011878,20260629,0,1969,1859,0
A0003640,20260629,2435,1995,1985,0
A0000445,20260629,2435,1995,1985,0
A0009118,20260629,2454,1948,1934,1665
A0004073,20260629,2454,1948,1934,1665
A0003480,20260629,2425,1884,1843,0
A0003804,20260629,0,1998,1988,0
A0003805,20260629,2365,1884,1958,0
A0033225,20260629,0,1985,1975,0
A0003898,20260629,0,1985,1975,0
A0023831,20260629,2395,1984,1988,1700
A0003638,20260629,0,1995,1975,1600
A0003525,20260629,2425,1985,1975,0
A0009094,20260629,0,1999,1999,0
A0033367,20260629,2360,1999,1989,0
A0003741,20260629,2425,1985,1975,0
A0004052,20260629,0,1869,1859,0
A0003748,20260629,2375,1945,1935,0
A0003563,20260629,2365,1884,1893,0
A0003453,20260629,2375,1999,1975,0
A0003461,20260629,2275,1864,1858,1600
A0004115,20260629,2425,1985,1975,0
A0003468,20260629,0,1974,1974,0
A0003479,20260629,0,1999,1975,1600
A0033536,20260629,2425,1985,1975,0
A0003503,20260629,0,1890,1870,1530
A0003712,20260629,2449,1944,1899,1624
A0003621,20260629,0,2015,2005,0
A0004200,20260629,2395,2025,1999,1650
A0004056,20260629,2500,1999,1998,0
A0004152,20260629,0,1995,1985,0
A0009024,20260629,0,1830,1830,1600
A0008995,20260629,0,1839,1839,1600
A0008978,20260629,0,1919,1919,1600
A0033207,20260629,0,1879,1859,0
A0004218,20260629,0,1942,1915,0
A0005662,20260629,0,1870,1865,0
A0009023,20260629,0,1861,1847,0
A0033568,20260629,0,1879,1869,0
A0002009,20260629,0,1929,1959,0
A0002704,20260629,0,2050,2050,1700
A0009021,20260629,0,1878,1878,0
A0002382,20260629,0,1899,1839,0
A0002732,20260629,0,1985,1989,0
A0002733,20260629,0,1989,1999,0
A0002467,20260629,0,1889,1879,0
A0007422,20260629,0,1935,1869,0
A0002064,20260629,0,1865,1859,0
A0002257,20260629,0,2089,2089,1978
A0009729,20260629,0,1998,1985,1600
A0021087,20260629,0,1978,1945,1700
A0002585,20260629,0,2003,1999,1630
A0002480,20260629,0,1958,1958,1630
A0002143,20260629,2480,1949,1935,0
A0008992,20260629,0,1894,1894,0
A0032926,20260629,0,1955,1945,1510
A0005108,20260629,2578,1899,1895,1630
A0033293,20260629,0,1928,1914,0
A0002619,20260629,2445,1928,1934,0
A0002599,20260629,2513,1928,1934,1630
A0002574,20260629,2455,1928,1924,0
A0002559,20260629,2445,1933,1932,1564
A0002606,20260629,0,1928,1933,1633
A0002589,20260629,2382,1923,1918,0
A0007530,20260629,2406,1928,1934,0
A0008925,20260629,2210,1928,1917,1565
A0009011,20260629,0,1855,1849,1700
A0002650,20260629,2298,1864,1853,0
A0002148,20260629,0,1865,1849,1700
A0002206,20260629,2475,1995,1995,1650
A0009022,20260629,0,1936,1876,1600
A0008923,20260629,0,1985,1965,1600
A0002230,20260629,0,2049,2039,0
A0002617,20260629,0,1872,1809,1510
A0002629,20260629,2395,1874,1813,0
A0001994,20260629,0,2058,2058,1700
A0033785,20260629,0,1998,1998,0
A0008924,20260629,2450,1995,1995,0
A0002428,20260629,0,2017,2050,1700
A0009019,20260629,0,1989,2029,0
A0006237,20260629,0,1978,1945,1600
A0002572,20260629,0,1889,1875,0
A0033754,20260629,0,1995,1985,0
A0002260,20260629,0,1919,1919,1580
A0002226,20260629,2345,1829,1809,0
A0033111,20260629,0,1985,1875,0
A0032719,20260629,0,1884,1895,0
A0001880,20260629,0,1949,1919,1550
A0002041,20260629,0,1998,1998,1700
A0002361,20260629,0,1886,1868,0
A0002601,20260629,0,1978,1968,0
A0002721,20260629,0,2015,1995,0
A0002216,20260629,0,1995,1975,0
A0002093,20260629,0,1979,1969,1550
A0033732,20260629,2458,1995,1985,1800
A0009008,20260629,2459,2069,1998,1700
A0002251,20260629,0,1999,1999,0
A0002367,20260629,0,1988,1993,0
A0002010,20260629,0,1885,1875,0
A0008935,20260629,0,1879,1959,1690
A0009163,20260629,0,1845,1809,0
A0002242,20260629,0,2034,2023,1800
A0002294,20260629,0,1973,2025,0
A0002259,20260629,0,2068,2068,0
A0001038,20260629,0,1998,1988,0
A0002423,20260629,0,2047,2027,0
A0032864,20260629,0,1859,1839,0
A0002265,20260629,0,1998,2028,1600
A0002703,20260629,0,1999,1989,0
A0033339,20260629,2398,1948,1938,0
A0002151,20260629,0,2025,2025,1650
A0009855,20260629,0,1965,1945,0
A0002330,20260629,0,1829,1810,1650
A0009004,20260629,0,1917,1887,1500
A0002171,20260629,0,2099,2099,0
A0002553,20260629,0,1995,1995,0
A0008986,20260629,0,2049,2039,1650
A0032920,20260629,0,1955,1945,0
A0002562,20260629,0,1864,1996,0
A0002561,20260629,0,1864,1996,0
A0011822,20260629,0,1830,1830,1500
A0033241,20260629,2449,1979,1979,0
A0005805,20260629,0,1829,1809,0
A0033760,20260629,0,1937,1917,0
A0002353,20260629,2399,1998,1995,0
A0002377,20260629,0,2028,1998,1700
A0002174,20260629,0,1989,1989,1600
A0002488,20260629,0,1829,1809,0
A0002204,20260629,0,1885,1875,0
A0031274,20260629,0,1855,1849,1600
A0033232,20260629,0,2023,2013,0
A0033442,20260629,0,1829,1819,0
A0007446,20260629,0,1999,1969,0
A0002237,20260629,2399,1999,1989,0
A0033251,20260629,2391,1993,1973,0
A0032966,20260629,0,1978,1928,0
A0002396,20260629,0,1935,1955,1500
A0007394,20260629,2399,1899,1859,1600
A0002232,20260629,0,1998,1998,1500
A0002593,20260629,0,1939,1919,1500
A0033802,20260629,2340,1829,1809,1590
A0005996,20260629,0,1954,1943,1600
A0000896,20260629,0,1999,1994,1630
A0002547,20260629,0,1999,1994,1630
A0009753,20260629,0,1827,1797,0
A0002266,20260629,0,2059,2059,1700
A0033277,20260629,2498,1864,1996,0
A0033276,20260629,2498,1998,1996,0
A0002146,20260629,0,1989,1979,1650
A0006986,20260629,0,1998,1978,1630
A0004740,20260629,2283,1827,1798,0
A0002481,20260629,0,1955,1875,1700
A0021509,20260629,0,1969,1959,1600
A0012870,20260629,0,1998,1987,1600
A0007418,20260629,0,1989,1959,0
A0033712,20260629,0,1877,1854,0
A0033352,20260629,0,1979,1979,0
A0002122,20260629,0,1935,1895,1500
A0002031,20260629,0,2098,2098,1700
A0002145,20260629,0,2134,2123,1750
A0000029,20260629,0,1999,2019,1650
A0033272,20260629,0,1889,1879,0
A0002187,20260629,0,2009,2009,1690
A0002153,20260629,0,2009,2004,1630
A0016597,20260629,0,1978,1937,1600
A0009009,20260629,0,2005,2000,1600
A0002274,20260629,0,1999,1997,1630
A0009002,20260629,2490,1919,1919,0
A0002333,20260629,0,1919,1919,1700
A0009006,20260629,2470,1829,1809,0
A0032865,20260629,2359,1899,1879,0
A0007231,20260629,0,2045,2035,1700
A0002086,20260629,0,1949,1949,0
A0009013,20260629,0,1998,1998,0
A0009012,20260629,0,1998,1998,0
A0009007,20260629,0,1967,1947,0
A0008934,20260629,0,1977,1967,0
A0002271,20260629,0,1859,1839,0
A0008967,20260629,0,1987,1977,1600
A0006935,20260629,2439,2058,2059,1650
A0033744,20260629,2389,1959,1949,0
A0009000,20260629,0,1870,1865,0
A0002364,20260629,2449,1979,1959,1690
A0002201,20260629,0,1982,1913,0
A0002116,20260629,0,1977,1967,0
A0001988,20260629,2395,2045,2035,1720
A0002125,20260629,0,1879,1869,1550
A0002197,20260629,0,2039,1998,0
A0002135,20260629,0,1990,1989,1600
A0033173,20260629,0,1987,1977,1700
A0002623,20260629,0,1898,1895,1600
A0002662,20260629,0,1999,1997,0
A0033532,20260629,2340,1829,1809,1600
A0008756,20260629,0,1898,1886,0
A0002159,20260629,0,1965,1955,1550
A0002284,20260629,0,2029,2029,0
A0002479,20260629,0,2078,2068,1700
A0008931,20260629,0,2039,1999,0
A0017620,20260629,0,1826,1807,0
A0002322,20260629,2375,1885,1875,1650
A0002342,20260629,0,1899,1899,0
A0002282,20260629,0,2065,2035,0
A0008959,20260629,0,2089,2089,1950
A0007213,20260629,0,2078,2078,1650
A0002253,20260629,0,1939,1919,0
A0002494,20260629,0,1829,1809,0
A0008993,20260629,0,1829,1809,0
A0009774,20260629,0,1878,1858,0
A0002233,20260629,0,2039,2029,1700
A0008991,20260629,0,1998,1997,0
A0033211,20260629,0,1886,1878,0
A0007409,20260629,0,1938,1928,1600
A0002694,20260629,0,0,1993,1600
A0008928,20260629,0,1998,1998,1600
A0002546,20260629,0,1995,1993,1600
A0009017,20260629,0,1985,1985,0
A0002155,20260629,0,2034,1998,0
A0002424,20260629,0,2038,1999,0
A0002400,20260629,0,1999,2019,1650
A0033105,20260629,2378,1948,1938,0
A0008939,20260629,0,1859,1839,1600
A0002055,20260629,0,1965,1945,0
A0002389,20260629,0,1895,1899,0
A0007412,20260629,2444,1894,1899,0
A0008969,20260629,0,1916,1899,1450
A0032923,20260629,0,1895,1899,0
A0009444,20260629,0,1995,1898,0
A0002611,20260629,2430,1969,1959,0
A0002181,20260629,0,2029,2059,1400
A0002028,20260629,0,2110,2110,0
A0008972,20260629,0,1998,1987,1750
A0002577,20260629,0,1877,1877,0
A0032949,20260629,0,1973,1953,0
A0006840,20260629,0,1898,1878,1600
A0002347,20260629,0,1995,1978,1550
A0033632,20260629,0,1899,1889,0
A0005663,20260629,0,1957,1937,1700
A0008989,20260629,0,1965,1935,0
A0002371,20260629,0,1999,1999,0
A0033822,20260629,2258,1934,1934,0
A0002659,20260629,2394,1975,1955,1540
A0008982,20260629,0,1899,1899,0
A0002348,20260629,0,1959,1939,1650
A0008946,20260629,0,2097,2097,0
A0002658,20260629,0,2037,2047,0
A0002124,20260629,0,1884,2023,1630
A0001569,20260629,2398,1968,1948,1600
A0002427,20260629,0,1985,1985,1650
A0000329,20260629,0,2039,2029,1700
A0002565,20260629,0,1914,1919,0
A0002127,20260629,0,2059,2059,0
A0009020,20260629,0,1965,1809,1700
A0008921,20260629,0,1965,1965,1650
A0008997,20260629,2296,1829,1809,0
A0012318,20260629,0,1992,1982,0
A0002410,20260629,0,1997,1987,1697
A0008936,20260629,2395,1978,1945,1600
A0002016,20260629,0,1885,1986,1630
A0002165,20260629,0,1969,1989,0
A0033684,20260629,0,1918,1918,1600
A0002539,20260629,0,1829,1809,0
A0006039,20260629,2598,2095,2035,0
A0001219,20260629,2399,2007,1999,0
A0009061,20260629,2450,1959,1949,0
A0001217,20260629,2648,2398,2298,0
A0009707,20260629,2970,2698,2598,0
A0001213,20260629,2518,1998,1988,0
A0010236,20260629,2395,1924,1914,0
A0009738,20260629,2395,1924,1914,0
A0009838,20260629,2326,1937,1933,0
A0009725,20260629,2585,1974,1964,0
A0010229,20260629,2395,1924,1914,1665
A0009710,20260629,2960,2648,2540,2130
A0010207,20260629,2450,2040,2030,0
A0009715,20260629,2898,2498,2398,0
A0010269,20260629,2385,1989,1979,0
A0009705,20260629,2590,2085,2050,0
A0009712,20260629,2598,2095,2035,0
A0010177,20260629,2766,2366,2256,0
A0010232,20260629,2798,2448,2407,0
A0009828,20260629,0,1967,1949,0
A0001214,20260629,2645,2195,2145,0
