번호,지역,상호,주소,기간,상표,셀프여부,고급휘발유,휘발유,경유,실내등유
A0002294,경기 화성시,그린주유소,경기 화성시 만세구 팔탄면 버들로 1315,20260629,GS칼텍스,일반,0,1973,2025,0
A0002259,경기 화성시,그린화성주유소,경기 화성시 효행구 봉담읍 최루백로 260,20260629,HD현대오일뱅크,일반,0,2068,2068,0
A0001038,경기 화성시,금산주유소,경기 화성시 만세구 장안면 3.1만세로 501,20260629,S-OIL,일반,0,1998,1988,0
A0002423,경기 화성시,금영주유소,경기 화성시 만세구 서신면 궁평항로 1161,20260629,GS칼텍스,일반,0,2047,2027,0
A0032864,경기 화성시,금탑셀프주유소,경기 화성시 효행구 비봉면 서해로 1692,20260629,SK에너지,셀프,0,1859,1839,0
A0002265,경기 화성시,금호주유소,경기 화성시 만세구 향남읍 은행나무로 561-4,20260629,GS칼텍스,일반,0,1998,2028,1600
A0002703,경기 화성시,기아현대주유소,경기 화성시 만세구 우정읍 기아자동차로 386,20260629,HD현대오일뱅크,셀프,0,1999,1989,0
A0033339,경기 화성시,기안셀프주유소,경기 화성시 효행구 서부로 1343,20260629,SK에너지,셀프,2398,1948,1938,0
A0002151,경기 화성시,기영주유소,경기 화성시 만세구 향남읍 은행나무로 627,20260629,SK에너지,일반,0,2025,2025,1650
A0009855,경기 화성시,남양대로주유소,경기 화성시 만세구 남양읍 화성로 1235,20260629,HD현대오일뱅크,셀프,0,1965,1945,0
A0002330,경기 화성시,남양신도시주유소,경기 화성시 만세구 남양읍 화성로 957,20260629,GS칼텍스,셀프,0,1829,1810,1650
A0009004,경기 화성시,남양타운주유소,경기 화성시 만세구 남양읍 주석로 54,20260629,HD현대오일뱅크,셀프,0,1917,1887,1500
A0002171,경기 화성시,노하공단주유소,경기 화성시 만세구 팔탄면 현대기아로 8,20260629,SK에너지,일반,0,2099,2099,0
A0002553,경기 화성시,대경TLS(주)대경주유소,경기 화성시 만세구 우정읍 남양만로 454,20260629,SK에너지,일반,0,1995,1995,0
A0008986,경기 화성시,대동에너지주유소,경기 화성시 만세구 양감면 은행나무로 442,20260629,HD현대오일뱅크,셀프,0,2049,2039,1650
A0032920,경기 화성시,대명에너지2,경기 화성시 효행구 정남면 만년로 778-5,20260629,HD현대오일뱅크,셀프,0,1955,1945,0
A0002562,경기 화성시,대보유통㈜ 화성(상)주유소/충전소,경기 화성시 만세구 팔탄면 서해안고속도로 302-1,20260629,알뜰(ex),셀프,0,1864,1996,0
A0002561,경기 화성시,대보유통㈜화성(하)목포방향,경기 화성시 만세구 팔탄면 서해안고속도로 301-1,20260629,알뜰(ex),셀프,0,1864,1996,0
A0011822,경기 화성시,대성유류판매(주)주유소,경기 화성시 만세구 우정읍 포승향남로 1208,20260629,SK에너지,셀프,0,1830,1830,1500
A0033241,경기 화성시,대양석유(주)동탄드림주유소,경기도 화성시 동탄구 동탄순환대로 731(영천동),20260629,SK에너지,셀프,2449,1979,1979,0
A0005805,경기 화성시,대원주유소,경기 화성시 만세구 팔탄면 서해로 1322-3,20260629,S-OIL,셀프,0,1829,1809,0
A0033760,경기 화성시,대원카고주유소,경기 화성시 효행구 봉담읍 매봉로 222,20260629,SK에너지,셀프,0,1937,1917,0
A0002353,경기 화성시,대한석유유통(유) 화성현대주유소,경기 화성시 효행구 봉담읍 세자로 352,20260629,HD현대오일뱅크,셀프,2399,1998,1995,0
A0002377,경기 화성시,덕성주유소,경기 화성시 만세구 팔탄면 버들로 1509,20260629,HD현대오일뱅크,일반,0,2028,1998,1700
A0002174,경기 화성시,덕우주유소,경기 화성시 만세구 팔탄면 온천로 127,20260629,GS칼텍스,일반,0,1989,1989,1600
A0002488,경기 화성시,동그라미주유소,경기 화성시 만세구 팔탄면 서해로 1380,20260629,GS칼텍스,셀프,0,1829,1809,0
A0002204,경기 화성시,동양산업(주)마도주유소,경기도 화성시 만세구 마도면 화성로 873,20260629,GS칼텍스,셀프,0,1885,1875,0
A0031274,경기 화성시,동양산업㈜신덕우리주유소,경기 화성시 만세구 팔탄면 포승향남로 2295,20260629,GS칼텍스,일반,0,1855,1849,1600
A0033232,경기 화성시,동탄2주유소,경기 화성시 동탄구 동탄대로 750 (영천동),20260629,GS칼텍스,셀프,0,2023,2013,0
A0033442,경기 화성시,동탄그린주유소,경기 화성시 동탄구 동탄산단5길 10-44,20260629,GS칼텍스,셀프,0,1829,1819,0
A0007446,경기 화성시,동탄농협주유소,경기 화성시 동탄구 삼성1로 196,20260629,NH-OIL,셀프,0,1999,1969,0
A0002237,경기 화성시,동탄뉴타운주유소,경기 화성시 동탄구 경기동로 234,20260629,GS칼텍스,일반,2399,1999,1989,0
A0033251,경기 화성시,동탄명품주유소,경기도 화성시 동탄구 동탄신리천로 249(오산동),20260629,S-OIL,셀프,2391,1993,1973,0
A0032966,경기 화성시,동탄반월주유소,경기 화성시 병점구 동탄원천로 447 (반월동),20260629,SK에너지,셀프,0,1978,1928,0
A0002396,경기 화성시,동탄예운주유소,경기 화성시 동탄구 경기동로 492 (장지동),20260629,HD현대오일뱅크,일반,0,1935,1955,1500
A0007394,경기 화성시,동탄주유소,경기 화성시 동탄구 10용사로 446,20260629,GS칼텍스,셀프,2399,1899,1859,1600
A0002232,경기 화성시,동현주유소,경기 화성시 만세구 향남읍 3.1만세로 1015,20260629,SK에너지,셀프,0,1998,1998,1500
A0002593,경기 화성시,동화주유소,경기 화성시 효행구 봉담읍 효행로 188,20260629,SK에너지,일반,0,1939,1919,1500
A0033802,경기 화성시,로드801(ROAD801) 주식회사,경기도 화성시 만세구 남양읍 시청로 399,20260629,S-OIL,셀프,2340,1829,1809,1590
A0005996,경기 화성시,마도IC주유소,경기 화성시 만세구 마도면 화성로 667,20260629,S-OIL,셀프,0,1954,1943,1600
A0000896,경기 화성시,마도농협쌍송점주유소,경기 화성시 만세구 마도면 마도공단로 149,20260629,NH-OIL,셀프,0,1999,1994,1630
A0002547,경기 화성시,마도농협주유소,경기 화성시 만세구 마도면 화성로 777,20260629,NH-OIL,셀프,0,1999,1994,1630
A0009753,경기 화성시,마도알뜰주유소,경기 화성시 만세구 마도면 두곡서길 58,20260629,알뜰주유소,셀프,0,1827,1797,0
A0002266,경기 화성시,만세주유소,경기 화성시 효행구 비봉면 푸른들판로 1133,20260629,SK에너지,일반,0,2059,2059,1700
A0033277,경기 화성시,매송주유소(목포방향),경기 화성시 효행구 매송면 서해안고속도로 315-1,20260629,알뜰(ex),셀프,2498,1864,1996,0
A0033276,경기 화성시,매송주유소(서울방향),경기 화성시 효행구 매송면 서해안고속도로 316-1,20260629,알뜰(ex),셀프,2498,1998,1996,0
A0002146,경기 화성시,매향주유소,경기 화성시 만세구 우정읍 기아자동차로 251,20260629,GS칼텍스,일반,0,1989,1979,1650
A0006986,경기 화성시,매화주유소,경기 화성시 만세구 서신면 궁평항로 1679,20260629,SK에너지,일반,0,1998,1978,1630
A0004740,경기 화성시,명품골드주유소㈜기정에너지,경기 화성시 만세구 향남읍 발안로 341,20260629,GS칼텍스,셀프,2283,1827,1798,0
A0002481,경기 화성시,미소주유소,경기 화성시 만세구 마도면 화성로 570,20260629,HD현대오일뱅크,셀프,0,1955,1875,1700
A0021509,경기 화성시,민들레셀프주유소,경기 화성시 만세구 향남읍 발안만세길 156,20260629,SK에너지,셀프,0,1969,1959,1600
A0012870,경기 화성시,발안고속주유소,경기 화성시 만세구 장안면 3.1만세로 562,20260629,SK에너지,일반,0,1998,1987,1600
A0007418,경기 화성시,백산주유소,경기 화성시 병점구 효행로 606,20260629,S-OIL,셀프,0,1989,1959,0
A0033712,경기 화성시,봉담제일주유소,경기 화성시 효행구 봉담읍 상리중앙로 257,20260629,S-OIL,셀프,0,1877,1854,0
A0033352,경기 화성시,블루골드(유) 정남현대주유소,경기 화성시 효행구 정남면 세자로 257,20260629,HD현대오일뱅크,셀프,0,1979,1979,0
A0002122,경기 화성시,비봉주유소,경기 화성시 효행구 비봉면 푸른들판로 1672,20260629,GS칼텍스,일반,0,1935,1895,1500
A0002031,경기 화성시,사강주유소,경기 화성시 만세구 송산면 송산포도로 42,20260629,HD현대오일뱅크,일반,0,2098,2098,1700
A0002145,경기 화성시,사거리주유소,경기 화성시 만세구 우정읍 쌍봉로 418,20260629,HD현대오일뱅크,일반,0,2134,2123,1750
A0000029,경기 화성시,사랑리주유소,경기 화성시 만세구 장안면 사랑길 80,20260629,S-OIL,셀프,0,1999,2019,1650
A0033272,경기 화성시,삼미상사(주) 정남TG셀프주유소,경기 화성시 효행구 정남면 세자로 214,20260629,SK에너지,셀프,0,1889,1879,0
A0002187,경기 화성시,삼우셀프주유소,경기 화성시 효행구 정남면 시청로 1601,20260629,SK에너지,셀프,0,2009,2009,1690
A0002153,경기 화성시,상안주유소,경기 화성시 만세구 서신면 마도로 6,20260629,SK에너지,일반,0,2009,2004,1630
A0016597,경기 화성시,서봉주유소,경기 화성시 만세구 향남읍 서봉로 745,20260629,S-OIL,셀프,0,1978,1937,1600
A0009009,경기 화성시,서신농협주유소,경기 화성시 만세구 서신면 궁평항로 1705,20260629,NH-OIL,셀프,0,2005,2000,1600
A0002274,경기 화성시,서신주유소,경기 화성시 만세구 서신면 매화3길 10,20260629,HD현대오일뱅크,일반,0,1999,1997,1630
A0009002,경기 화성시,서진주유소,경기 화성시 만세구 팔탄면 삼천병마로 568,20260629,GS칼텍스,셀프,2490,1919,1919,0
A0002333,경기 화성시,서진주유소 향남점 (주)논산얀마,경기 화성시 만세구 팔탄면 삼천병마로 563,20260629,GS칼텍스,셀프,0,1919,1919,1700
A0009006,경기 화성시,서해로주유소,경기 화성시 만세구 팔탄면 서해로 962,20260629,SK에너지,셀프,2470,1829,1809,0
A0032865,경기 화성시,서해현대셀프주유소,경기 화성시 효행구 매송면 매송고색로 109,20260629,HD현대오일뱅크,셀프,2359,1899,1879,0
A0007231,경기 화성시,석포주유소,경기 화성시 만세구 장안면 버들로 1244,20260629,HD현대오일뱅크,셀프,0,2045,2035,1700
A0002086,경기 화성시,소방주유소,경기 화성시 만세구 향남읍 발안만세길 47,20260629,S-OIL,일반,0,1949,1949,0
A0009013,경기 화성시,송산(시흥방향)주유소,경기 화성시 만세구 송산면 평택시흥고속도로 25,20260629,자가상표,일반,0,1998,1998,0
A0009012,경기 화성시,송산(평택방향)주유소,경기 화성시 만세구 송산면 평택시흥고속도로 25,20260629,자가상표,일반,0,1998,1998,0
A0009007,경기 화성시,송산그린주유소,경기 화성시 만세구 송산면 화성로 246,20260629,SK에너지,셀프,0,1967,1947,0
A0008934,경기 화성시,수노을주유소,경기 화성시 만세구 화성로 362,20260629,GS칼텍스,셀프,0,1977,1967,0
A0002271,경기 화성시,슈퍼맨주유소,경기 화성시 만세구 향남읍 발안로 392,20260629,HD현대오일뱅크,셀프,0,1859,1839,0
A0008967,경기 화성시,스마일주유소,경기 화성시 만세구 장안면 수정로 265,20260629,SK에너지,일반,0,1987,1977,1600
A0006935,경기 화성시,승보스타주유소,경기 화성시 만세구 장안면 수정로 113,20260629,S-OIL,일반,2439,2058,2059,1650
A0033744,경기 화성시,승하셀프주유소,경기 화성시 만세구 향남읍 향남로 150,20260629,HD현대오일뱅크,셀프,2389,1959,1949,0
A0009000,경기 화성시,신기알뜰주유소,경기 화성시 만세구 남양읍 화성로 1472,20260629,알뜰주유소,셀프,0,1870,1865,0
A0002364,경기 화성시,신남스타주유소,경기 화성시 만세구 남양읍 남양로 409,20260629,GS칼텍스,셀프,2449,1979,1959,1690
A0002201,경기 화성시,신남직영주유소,경기 화성시 만세구 남양읍 남양로 581,20260629,HD현대오일뱅크,셀프,0,1982,1913,0
A0002116,경기 화성시,신성주유소,경기 화성시 만세구 마도면 화성로 930,20260629,SK에너지,셀프,0,1977,1967,0
A0001988,경기 화성시,쌍용주유소,경기 화성시 만세구 향남읍 발안로 724,20260629,S-OIL,일반,2395,2045,2035,1720
A0002125,경기 화성시,쌍학주유소,경기 화성시 효행구 비봉면 화성로 2087,20260629,GS칼텍스,셀프,0,1879,1869,1550
A0002197,경기 화성시,안녕그린주유소,경기 화성시 병점구 효행로 852 (안녕동),20260629,SK에너지,셀프,0,2039,1998,0
A0002135,경기 화성시,안녕주유소,경기도 화성시 병점구 만년로 921,20260629,S-OIL,일반,0,1990,1989,1600
A0033173,경기 화성시,야목주유소,경기 화성시 효행구 매송면 매송로 283,20260629,HD현대오일뱅크,셀프,0,1987,1977,1700
A0002623,경기 화성시,에스제이오일(주) 샤인주유소,경기 화성시 동탄구 경기동로 527,20260629,GS칼텍스,셀프,0,1898,1895,1600
A0002662,경기 화성시,에스제이오일㈜ 빅토리주유소,경기 화성시 만세구 향남읍 발안로 206,20260629,GS칼텍스,셀프,0,1999,1997,0
A0033532,경기 화성시,에이치제이에너지주유소,경기 화성시 만세구 팔탄면 시청로 567,20260629,GS칼텍스,셀프,2340,1829,1809,1600
A0008756,경기 화성시,엠케이주유소,경기 화성시 병점구 삼성1로 342 (반월동),20260629,HD현대오일뱅크,셀프,0,1898,1886,0
A0002159,경기 화성시,역구내주유소,경기 화성시 효행구 비봉면 양노로 14,20260629,SK에너지,일반,0,1965,1955,1550
A0002284,경기 화성시,연구단지주유소,경기 화성시 만세구 남양읍 남양로 361,20260629,HD현대오일뱅크,셀프,0,2029,2029,0
A0002479,경기 화성시,연구소주유소,경기 화성시 만세구 남양읍 현대기아로 240,20260629,HD현대오일뱅크,일반,0,2078,2068,1700
A0008931,경기 화성시,영신주유소,경기 화성시 만세구 양감면 서해로 135,20260629,HD현대오일뱅크,일반,0,2039,1999,0
A0017620,경기 화성시,오일필드㈜ 남양지점,경기 화성시 만세구 남양성지로 17,20260629,자가상표,셀프,0,1826,1807,0
A0002322,경기 화성시,우리주유소,경기 화성시 효행구 봉담읍 효행로 311,20260629,GS칼텍스,일반,2375,1885,1875,1650
A0002342,경기 화성시,원더우먼주유소,경기 화성시 만세구 우정읍 포승향남로 1106,20260629,알뜰주유소,셀프,0,1899,1899,0
A0002282,경기 화성시,원평주유소,경기 화성시 효행구 매송면 화성로 2415,20260629,S-OIL,셀프,0,2065,2035,0
A0008959,경기 화성시,유림주유소,경기 화성시 만세구 향남읍 서봉로 586,20260629,SK에너지,일반,0,2089,2089,1950
A0007213,경기 화성시,육일주유소,경기 화성시 만세구 송산면 당성로 523,20260629,SK에너지,일반,0,2078,2078,1650
A0002253,경기 화성시,융건릉주유소,경기 화성시 병점구 효행로 458 (안녕동),20260629,SK에너지,셀프,0,1939,1919,0
A0002494,경기 화성시,이케이에너지㈜ 광차주유소,경기 화성시 만세구 팔탄면 서해로 1266,20260629,HD현대오일뱅크,셀프,0,1829,1809,0
A0008993,경기 화성시,이케이에너지㈜ 화성주유소,경기 화성시 만세구 남양읍 화성로 995,20260629,HD현대오일뱅크,셀프,0,1829,1809,0
A0009774,경기 화성시,이화셀프주유소,경기 화성시 효행구 비봉면 푸른들판로 1401,20260629,S-OIL,셀프,0,1878,1858,0
A0002233,경기 화성시,자안주유소,경기 화성시 효행구 비봉면 푸른들판로 1116,20260629,HD현대오일뱅크,일반,0,2039,2029,1700
A0008991,경기 화성시,장수주유소,경기 화성시 만세구 장안면 3.1만세로 480,20260629,GS칼텍스,일반,0,1998,1997,0
A0033211,경기 화성시,장지IC주유소,경기 화성시 동탄구 경기동로 378 (장지동),20260629,S-OIL,셀프,0,1886,1878,0
A0007409,경기 화성시,저녁노을주유소,경기 화성시 병점구 동탄지성로 388,20260629,S-OIL,일반,0,1938,1928,1600
A0002694,경기 화성시,전국배달 현명주유소,경기 화성시 효행구 비봉면 양노로 155,20260629,알뜰주유소,셀프,0,0,1993,1600
A0008928,경기 화성시,정남IC주유소,경기 화성시 효행구 정남면 세자로 68,20260629,S-OIL,셀프,0,1998,1998,1600
A0002546,경기 화성시,정남농협주유소,경기 화성시 효행구 정남면 만년로 552,20260629,NH-OIL,일반,0,1995,1993,1600
A0009017,경기 화성시,정남제일주유소,경기 화성시 효행구 정남면 만년로 354,20260629,HD현대오일뱅크,일반,0,1985,1985,0
A0002155,경기 화성시,정남주유소,경기 화성시 효행구 정남면 괘랑1길 1-6,20260629,S-OIL,일반,0,2034,1998,0
A0002424,경기 화성시,정문주유소,경기 화성시 만세구 양감면 정문회화로 239,20260629,SK에너지,일반,0,2038,1999,0
A0002400,경기 화성시,조형주유소,경기 화성시 만세구 우정읍 버들로 94,20260629,S-OIL,셀프,0,1999,2019,1650
A0033105,경기 화성시,주석self주유소,경기 화성시 만세구 남양읍 주석로 79,20260629,S-OIL,셀프,2378,1948,1938,0
A0008939,경기 화성시,주식회사청우에너지,경기 화성시 만세구 팔탄면 서해로 1409-9,20260629,SK에너지,셀프,0,1859,1839,1600
A0002055,경기 화성시,지성주유소,경기 화성시 만세구 마도면 화성로 726,20260629,SK에너지,셀프,0,1965,1945,0
A0002389,경기 화성시,지에스칼텍스(주) 동탄푸른숲주유소,경기 화성시 병점구 여울로 114,20260629,GS칼텍스,셀프,0,1895,1899,0
A0007412,경기 화성시,지에스칼텍스(주)동탄신도시주유소,경기 화성시 병점구 효행로 1293,20260629,GS칼텍스,셀프,2444,1894,1899,0
A0008969,경기 화성시,지에스칼텍스(주)캐피탈주유소,경기 화성시 만세구 향남읍 발안로 450,20260629,GS칼텍스,셀프,0,1916,1899,1450
A0032923,경기 화성시,지에스칼텍스㈜동탄2산단주유소,경기 화성시 동탄구 동탄기흥로 161,20260629,GS칼텍스,셀프,0,1895,1899,0
A0009444,경기 화성시,지에코주유소,경기 화성시 효행구 정남면 서봉로 1081,20260629,S-OIL,셀프,0,1995,1898,0
A0002611,경기 화성시,진현에너지 해오름지점,경기 화성시 만세구 팔탄면 서해로 833,20260629,HD현대오일뱅크,셀프,2430,1969,1959,0
A0002181,경기 화성시,차사랑주유소,경기 화성시 만세구 우정읍 남양만로 565,20260629,HD현대오일뱅크,일반,0,2029,2059,1400
A0002028,경기 화성시,창곡주유소,경기 화성시 만세구 팔탄면 푸른들판로 744,20260629,GS칼텍스,일반,0,2110,2110,0
A0008972,경기 화성시,청강신리주유소,경기 화성시 효행구 정남면 만년로 391,20260629,GS칼텍스,셀프,0,1998,1987,1750
A0002577,경기 화성시,케이와이에너지(주)남양주유소충전소,경기 화성시 만세구 남양읍 화성로 1412,20260629,HD현대오일뱅크,일반,0,1877,1877,0
A0032949,경기 화성시,코끼리주유소,경기 화성시 만세구 마도면 화성로 909,20260629,SK에너지,셀프,0,1973,1953,0
A0006840,경기 화성시,킬리만자로의표범주유소,경기 화성시 효행구 정남면 가장로 319,20260629,GS칼텍스,셀프,0,1898,1878,1600
A0002347,경기 화성시,탑주유소,경기 화성시 만세구 우정읍 기아자동차로 703-1,20260629,GS칼텍스,셀프,0,1995,1978,1550
A0033632,경기 화성시,태물주유소,경기 화성시 만세구 남양읍 남양로 651,20260629,알뜰주유소,셀프,0,1899,1889,0
A0005663,경기 화성시,푸른하늘주유소,경기 화성시 효행구 정남면 정남동로 145,20260629,HD현대오일뱅크,일반,0,1957,1937,1700
A0008989,경기 화성시,푸른현대주유소,경기 화성시 만세구 남양읍 주석로 304,20260629,HD현대오일뱅크,셀프,0,1965,1935,0
A0002371,경기 화성시,풍년주유소,경기 화성시 만세구 우정읍 포승향남로 1420,20260629,HD현대오일뱅크,일반,0,1999,1999,0
A0033822,경기 화성시,피트인 하이웨이 안산새솔점,경기 화성시 만세구 수노을중앙로 280,20260629,S-OIL,일반,2258,1934,1934,0
A0002659,경기 화성시,하늘에너지㈜송산마도IC주유소충전소,경기 화성시 만세구 송산면 화성로 618,20260629,GS칼텍스,셀프,2394,1975,1955,1540
A0008982,경기 화성시,한결에너지,경기 화성시 만세구 우정읍 포승향남로 1207,20260629,S-OIL,셀프,0,1899,1899,0
A0002348,경기 화성시,한민족주유소,경기 화성시 만세구 향남읍 푸른들판로 324-6,20260629,GS칼텍스,셀프,0,1959,1939,1650
A0008946,경기 화성시,한얼에너지,경기 화성시 만세구 남양읍 화성로 1244,20260629,GS칼텍스,일반,0,2097,2097,0
A0002658,경기 화성시,해뜨는주유소,경기 화성시 동탄구 경기동로 516,20260629,HD현대오일뱅크,일반,0,2037,2047,0
A0002124,경기 화성시,해양산업단지주유소,경기 화성시 만세구 서신면 전곡항로 382,20260629,HD현대오일뱅크,일반,0,1884,2023,1630
A0001569,경기 화성시,행정타운오일뱅크,경기 화성시 만세구 남양읍 시청로 275,20260629,HD현대오일뱅크,셀프,2398,1968,1948,1600
A0002427,경기 화성시,향남TG주유소,경기 화성시 만세구 향남읍 만년로 24,20260629,HD현대오일뱅크,일반,0,1985,1985,1650
A0000329,경기 화성시,향남신도시주유소,경기 화성시 만세구 향남읍 발안로 199,20260629,SK에너지,일반,0,2039,2029,1700
A0002565,경기 화성시,현대오일뱅크㈜직영 효행로셀프주유소,경기 화성시 병점구 효행로 767 (안녕동),20260629,HD현대오일뱅크,셀프,0,1914,1919,0
A0002127,경기 화성시,현대주유소,경기 화성시 효행구 비봉면 푸른들판로 1023,20260629,SK에너지,일반,0,2059,2059,0
A0009020,경기 화성시,혜성주유소,경기 화성시 만세구 팔탄면 서해로 1271,20260629,S-OIL,셀프,0,1965,1809,1700
A0008921,경기 화성시,호성주유소,경기 화성시 만세구 남양읍 무하로 124,20260629,SK에너지,일반,0,1965,1965,1650
A0008997,경기 화성시,화성골드주유소 (주)기정에너지,경기 화성시 만세구 남양읍 화성로 1267,20260629,GS칼텍스,셀프,2296,1829,1809,0
A0012318,경기 화성시,화성뉴시티주유소,경기 화성시 만세구 남양읍 화성로 1286,20260629,S-OIL,일반,0,1992,1982,0
A0002410,경기 화성시,화성크린주유소,경기 화성시 만세구 송산면 화성로 288,20260629,S-OIL,셀프,0,1997,1987,1697
A0008936,경기 화성시,효진주유소,경기 화성시 만세구 향남읍 서봉로 713,20260629,HD현대오일뱅크,셀프,2395,1978,1945,1600
A0002016,경기 화성시,휴게주유소,경기 화성시 만세구 서신면 전곡항로 190,20260629,GS칼텍스,일반,0,1885,1986,1630
A0002165,경기 화성시,흥아주유소,경기 화성시 만세구 향남읍 서해로 553,20260629,SK에너지,셀프,0,1969,1989,0
A0033684,경기 화성시,희망주유소,경기 화성시 효행구 봉담읍 삼천병마로 649,20260629,HD현대오일뱅크,셀프,0,1918,1918,1600
A0002539,경기 화성시,힘찬주유소 ㈜구도일주유소신흥,경기 화성시 만세구 남양읍 온석길 15-2,20260629,S-OIL,셀프,0,1829,1809,0
A0006039,서울 강남구,(유)동하석유 힐탑셀프주유소,서울 강남구 논현로 640,20260629,SK에너지,셀프,2598,2095,2035,0
A0001219,서울 강남구,(주)보성 세곡주유소,서울 강남구  헌릉로 731 (세곡동),20260629,SK에너지,셀프,2399,2007,1999,0
A0009061,서울 강남구,(주)선진도곡주유소,서울 강남구 도곡로 162 (도곡동),20260629,S-OIL,일반,2450,1959,1949,0
A0001217,서울 강남구,(주)소모 쎈트럴주유소,서울 강남구 삼성로 335,20260629,GS칼텍스,일반,2648,2398,2298,0
A0009707,서울 강남구,(주)제이제이네트웍스 제이제이주유소,서울 강남구 언주로 716,20260629,HD현대오일뱅크,일반,2970,2698,2598,0
A0001213,서울 강남구,(주)중앙에너비스 수서지점,서울 강남구 광평로 202 (수서동),20260629,SK에너지,셀프,2518,1998,1988,0
A0010236,서울 강남구,HD현대오일뱅크㈜직영 강남셀프주유소,서울 강남구 도곡로 208,20260629,HD현대오일뱅크,셀프,2395,1924,1914,0
A0009738,서울 강남구,HD현대오일뱅크㈜직영 도곡셀프주유소,서울 강남구  남부순환로 2718,20260629,HD현대오일뱅크,셀프,2395,1924,1914,0
A0009838,서울 강남구,HD현대오일뱅크㈜직영 산성셀프주유소,서울 강남구 헌릉로 730,20260629,HD현대오일뱅크,셀프,2326,1937,1933,0
A0009725,서울 강남구,HD현대오일뱅크㈜직영 신사현대주유소,서울 강남구 도산대로 163 (신사동),20260629,HD현대오일뱅크,일반,2585,1974,1964,0
A0010229,서울 강남구,HD현대오일뱅크㈜직영 유진주유소,서울 강남구 논현로 152 (도곡동),20260629,HD현대오일뱅크,일반,2395,1924,1914,1665
A0009710,서울 강남구,SK논현주유소,서울 강남구 논현로 747 (논현동),20260629,SK에너지,일반,2960,2648,2540,2130
A0010207,서울 강남구,SK서광주유소,서울 강남구 역삼로 142,20260629,SK에너지,셀프,2450,2040,2030,0
A0009715,서울 강남구,㈜새서울석유 새서울주유소,서울 강남구 압구정로 154,20260629,HD현대오일뱅크,일반,2898,2498,2398,0
A0010269,서울 강남구,극동유화㈜ 개나리주유소,서울 강남구 언주로 423 (역삼동),20260629,S-OIL,셀프,2385,1989,1979,0
A0009705,서울 강남구,대교셀프주유소,서울 강남구 강남대로 640 (신사동),20260629,SK에너지,셀프,2590,2085,2050,0
A0009712,서울 강남구,대동석유 압구정주유소,서울 강남구 언주로 842 (신사동),20260629,SK에너지,셀프,2598,2095,2035,0
A0010177,서울 강남구,대청주유소,서울 강남구 개포로 654 (일원동),20260629,SK에너지,일반,2766,2366,2256,0
A0010232,서울 강남구,명품주유소,서울 강남구 도곡로 249 (역삼동),20260629,S-OIL,셀프,2798,2448,2407,0
A0009828,서울 강남구,방죽주유소,서울 강남구 밤고개로 215 (율현동),20260629,GS칼텍스,셀프,0,1967,1949,0
A0001214,서울 강남구,삼성동주유소,서울 강남구 테헤란로 619,20260629,HD현대오일뱅크,셀프,2645,2195,2145,0
A0009835,서울 강남구,오일프러스 셀프,서울 강남구 남부순환로 2651 (도곡동),20260629,SK에너지,셀프,2365,1919,1909,0
A0009837,서울 강남구,일원주유소,서울 강남구 양재대로55길 3 (일원동),20260629,S-OIL,셀프,0,1998,1988,0
A0009829,서울 강남구,자곡셀프주유소,서울 강남구 밤고개로 120 (자곡동),20260629,SK에너지,셀프,0,2073,2054,0
A0001185,서울 강남구,지에스칼텍스㈜ 은마주유소,서울 강남구 영동대로 235,20260629,GS칼텍스,일반,2465,1948,1922,0
A0009974,서울 강남구,지에스칼텍스㈜에너지플러스허브GS타워,서울 강남구 논현로 516 (역삼동),20260629,GS칼텍스,셀프,2598,1928,1922,0
A0009724,서울 강남구,한양주유소,서울 강남구 압구정로 302 (신사동),20260629,알뜰주유소,일반,2549,2049,2049,0
A0009805,서울 강동구,(주)소모 성내주유소,서울 강동구 올림픽로 578 (성내동),20260629,GS칼텍스,셀프,0,2048,2038,0
A0001839,서울 강동구,(주)소모 신월주유소,서울 강동구 양재대로 1323,20260629,GS칼텍스,셀프,2476,2046,2036,0
A0005701,서울 강동구,sk해뜨는주유소,서울 강동구  상일로 132 (강일동),20260629,SK에너지,셀프,2429,1999,1989,1800
A0009807,서울 강동구,㈜삼표에너지 고덕주유소,서울 강동구 고덕로 39 (암사동),20260629,GS칼텍스,셀프,2454,2069,1999,1620
A0009743,서울 강동구,광성주유소,서울 강동구 올림픽로 673 (천호동),20260629,S-OIL,일반,0,2088,2078,0
A0010188,서울 강동구,구도일주유소 코알라,서울특별시 강동구  올림픽로 556 (성내동),20260629,S-OIL,셀프,2348,1948,1935,0
A0009793,서울 강동구,구천면주유소,서울 강동구 구천면로 357 (암사동),20260629,HD현대오일뱅크,일반,0,1947,1939,0
A0009804,서울 강동구,대성석유(주)길동주유소,서울 강동구 천호대로 1168,20260629,GS칼텍스,일반,2395,1996,1986,1800
A0009814,서울 강동구,재건에너지 재정제2주유소 고속셀프지점,서울특별시 강동구  천호대로 1246 (둔촌제2동),20260629,HD현대오일뱅크,셀프,0,1899,1892,0
A0009827,서울 강동구,주)지유에너지직영 오렌지주유소,서울 강동구 성안로 102 (성내동),20260629,SK에너지,일반,2495,2055,2045,0
A0009824,서울 강동구,지에스칼텍스㈜ 동서울주유소,서울 강동구 천호대로 1456 (상일동),20260629,GS칼텍스,셀프,2499,1929,1919,0
